"model","year","price","transmission","mileage","fuelType","tax","mpg","engineSize"
" X1",2016,17998,"Semi-Auto",45944,"Diesel",150,55.4,2
" X1",2016,13700,"Manual",26018,"Diesel",20,68.9,2
" 5 Series",2019,32980,"Semi-Auto",8188,"Diesel",150,51.4,3
" 7 Series",2019,49990,"Automatic",123,"Diesel",145,44.8,3
" 5 Series",2002,1595,"Automatic",115000,"Petrol",325,28.5,2.2
" X1",2016,18727,"Automatic",16318,"Petrol",160,44.8,2
" 1 Series",2019,19490,"Manual",7990,"Diesel",145,65.7,2
" 5 Series",2019,28990,"Semi-Auto",5000,"Petrol",145,48.7,2
" 1 Series",2019,20980,"Manual",4630,"Petrol",145,44.1,1.5
" X1",2019,28410,"Automatic",123,"Diesel",145,60.1,2
" 4 Series",2020,26990,"Semi-Auto",7,"Petrol",145,48.7,2
" X1",2019,31280,"Semi-Auto",2865,"Diesel",145,36.7,2
" 4 Series",2016,15399,"Automatic",54055,"Diesel",125,60.1,2
" X2",2019,23950,"Manual",4242,"Petrol",150,42.8,1.5
" 3 Series",2020,31990,"Semi-Auto",11,"Petrol",145,40.4,2
" 3 Series",2019,36990,"Semi-Auto",3501,"Diesel",145,47.9,3
" 4 Series",2019,29999,"Automatic",1500,"Petrol",145,45.6,2
" 3 Series",2019,34370,"Automatic",123,"Diesel",145,50.4,2
" 4 Series",2016,19444,"Semi-Auto",55297,"Diesel",160,50.4,3
" 1 Series",2015,12059,"Automatic",69758,"Diesel",125,60.1,2
" 2 Series",2017,13998,"Manual",23541,"Diesel",20,68.9,1.5
" 4 Series",2019,30995,"Automatic",1500,"Petrol",145,48.7,2
" 1 Series",2017,15995,"Manual",15992,"Diesel",30,65.7,2
" 5 Series",2016,14000,"Automatic",39235,"Diesel",30,62.8,2
" 2 Series",2016,13900,"Manual",38811,"Diesel",20,68.9,1.5
" X1",2013,9470,"Manual",40812,"Diesel",160,51.4,2
" 2 Series",2019,23480,"Semi-Auto",112,"Petrol",145,47.9,2
" X2",2019,27989,"Semi-Auto",8942,"Diesel",145,58.9,2
" 4 Series",2019,24990,"Semi-Auto",8830,"Petrol",145,48.7,2
" X6",2011,13440,"Automatic",96000,"Diesel",300,37.7,3
" 2 Series",2015,11940,"Automatic",78913,"Diesel",30,62.8,2
" X5",2016,29999,"Automatic",36996,"Diesel",200,47.1,3
" 3 Series",2019,35150,"Automatic",5920,"Diesel",145,47.9,3
" 2 Series",2017,16499,"Automatic",12301,"Petrol",145,51.4,1.5
" X5",2016,23499,"Automatic",59154,"Diesel",200,47.1,3
" 2 Series",2016,19700,"Automatic",26193,"Petrol",260,37.2,3
" 2 Series",2017,15991,"Semi-Auto",12887,"Petrol",145,55.4,1.5
" 4 Series",2018,26488,"Automatic",21770,"Petrol",145,41.5,3
" 1 Series",2017,19260,"Semi-Auto",29997,"Petrol",200,39.8,3
" 3 Series",2018,20490,"Automatic",12054,"Diesel",150,64.2,2
" 1 Series",2019,23770,"Automatic",7287,"Petrol",145,42.8,1.5
" 3 Series",2017,17950,"Automatic",43703,"Other",140,134.5,2
" 3 Series",2016,13890,"Semi-Auto",45252,"Diesel",30,65.7,2
" 2 Series",2019,28640,"Semi-Auto",4400,"Petrol",145,46.3,2
" 5 Series",2014,12899,"Automatic",85547,"Diesel",160,51.4,3
" X3",2016,20850,"Automatic",44950,"Diesel",200,47.1,3
" 3 Series",2020,32995,"Semi-Auto",1501,"Diesel",145,50.4,2
" 2 Series",2017,23875,"Semi-Auto",16261,"Petrol",145,39.8,3
" X1",2017,21495,"Semi-Auto",6550,"Diesel",145,60.1,2
" 1 Series",2016,10494,"Manual",41399,"Diesel",20,72.4,1.5
" X1",2020,35040,"Semi-Auto",562,"Diesel",145,60.1,2
" 3 Series",2019,23298,"Semi-Auto",15221,"Diesel",145,62.8,2
" 5 Series",2015,14160,"Automatic",41075,"Diesel",30,62.8,2
" 1 Series",2016,9349,"Manual",71381,"Diesel",0,78.5,1.5
" 4 Series",2018,22991,"Semi-Auto",10990,"Diesel",145,65.7,2
" 3 Series",2016,18770,"Automatic",26108,"Diesel",145,53.3,3
" X3",2020,52910,"Semi-Auto",101,"Hybrid",135,5.5,2
" 2 Series",2015,16342,"Semi-Auto",31383,"Petrol",160,47.1,2
" 1 Series",2019,18480,"Manual",10302,"Diesel",145,70.6,1.5
" X3",2016,21995,"Semi-Auto",35700,"Diesel",145,54.3,2
" 1 Series",2012,5295,"Manual",95360,"Diesel",30,62.8,2
" 3 Series",2019,25350,"Semi-Auto",22095,"Diesel",145,52.3,2
" 1 Series",2017,20750,"Automatic",18347,"Petrol",200,39.8,3
" X3",2019,54595,"Semi-Auto",1604,"Petrol",145,24.8,3
" 3 Series",2015,15998,"Semi-Auto",47812,"Diesel",160,51.4,3
" 4 Series",2016,18640,"Automatic",21000,"Diesel",150,55.4,3
" 3 Series",2016,14761,"Automatic",14209,"Diesel",0,74.3,2
" 4 Series",2018,20000,"Automatic",35042,"Diesel",145,65.7,2
" 5 Series",2017,17000,"Automatic",24212,"Diesel",125,60.1,2
" X1",2016,19000,"Automatic",13044,"Diesel",125,57.6,2
" X1",2014,10792,"Semi-Auto",51483,"Diesel",165,52.3,2
" 2 Series",2019,22950,"Semi-Auto",8539,"Petrol",145,50.4,1.5
" 2 Series",2019,19943,"Manual",110,"Petrol",145,42.8,1.5
" 1 Series",2015,13950,"Manual",36916,"Petrol",150,50.4,1.6
" 7 Series",2016,32990,"Semi-Auto",21224,"Petrol",300,35.3,4.4
" 4 Series",2017,18299,"Automatic",19330,"Petrol",150,44.8,2
" X4",2019,35480,"Semi-Auto",10755,"Diesel",145,42.8,2
" Z3",1999,3995,"Manual",74282,"Petrol",245,35.3,1.9
" 6 Series",2015,17498,"Semi-Auto",51412,"Diesel",160,49.6,3
" X2",2019,26940,"Semi-Auto",6659,"Diesel",150,58.9,2
" 5 Series",2019,26650,"Semi-Auto",7902,"Diesel",145,65.7,2
" 1 Series",2018,15495,"Manual",7950,"Petrol",145,37.7,1.5
" X3",2020,51395,"Semi-Auto",171,"Diesel",145,48.7,3
" 7 Series",2019,55156,"Automatic",4330,"Diesel",145,41.5,3
" 1 Series",2017,12399,"Manual",22449,"Diesel",145,78.5,1.5
" 3 Series",2017,19250,"Automatic",27323,"Diesel",160,51.4,3
" 3 Series",2013,10559,"Manual",64107,"Diesel",30,61.4,2
" 1 Series",2016,13949,"Manual",20867,"Diesel",20,70.6,1.5
" 5 Series",2018,22495,"Semi-Auto",19474,"Diesel",145,62.8,2
" 3 Series",2016,10000,"Automatic",104720,"Petrol",125,51.4,1.5
" 1 Series",2016,15500,"Semi-Auto",37753,"Diesel",20,67.3,2
" 1 Series",2016,10400,"Manual",30902,"Diesel",20,72.4,1.5
" X3",2016,15495,"Manual",60813,"Diesel",NA,52.3,2
" X3",2019,36500,"Semi-Auto",5664,"Diesel",145,54.3,2
" 6 Series",2016,21975,"Semi-Auto",28684,"Diesel",160,51.4,3
" 4 Series",2020,32148,"Semi-Auto",16,"Diesel",145,60.1,2
" 5 Series",2019,28980,"Semi-Auto",3445,"Diesel",150,60.1,2
" 1 Series",2018,17912,"Semi-Auto",9673,"Petrol",145,37.2,1.5
" 5 Series",2013,10490,"Automatic",88000,"Diesel",125,57.6,2
" X5",2014,18990,"Automatic",97000,"Diesel",200,47.9,3
" X3",2019,54995,"Semi-Auto",4490,"Petrol",145,24.8,3
" 3 Series",2012,10500,"Automatic",84000,"Diesel",30,62.8,2
" 4 Series",2015,16300,"Automatic",57920,"Diesel",165,51.4,3
" X1",2016,14200,"Manual",51101,"Diesel",125,60.1,2
" X2",2019,26490,"Semi-Auto",10,"Petrol",145,38.7,2
" 3 Series",2017,11498,"Manual",51299,"Petrol",125,52.3,1.5
" 1 Series",2017,14650,"Manual",12616,"Diesel",30,65.7,2
" 3 Series",2019,27480,"Semi-Auto",9155,"Petrol",145,41.5,2
" 1 Series",2019,16950,"Semi-Auto",11794,"Diesel",145,72.4,1.5
" 2 Series",2017,14000,"Manual",18234,"Petrol",145,52.3,1.5
" 3 Series",2014,9990,"Manual",70643,"Diesel",30,62.8,2
" 5 Series",2015,14500,"Automatic",33731,"Diesel",30,62.8,2
" 3 Series",2019,28980,"Semi-Auto",7851,"Petrol",145,42.2,2
" 4 Series",2016,17499,"Manual",26031,"Diesel",30,62.8,2
" 3 Series",2014,10490,"Automatic",83000,"Diesel",125,60.1,2
" 1 Series",2017,15995,"Semi-Auto",19164,"Petrol",150,55.5,1.5
" 2 Series",2017,14300,"Automatic",7861,"Petrol",30,55.4,1.5
" 2 Series",2019,23500,"Semi-Auto",2664,"Petrol",145,50.4,2
" 3 Series",2015,18499,"Automatic",31047,"Diesel",NA,51.4,3
" X1",2017,16300,"Manual",27473,"Diesel",125,58.9,2
" 5 Series",2016,17499,"Automatic",30754,"Diesel",30,62.8,2
" Z4",2020,30990,"Semi-Auto",105,"Petrol",145,38.7,2
" X6",2014,18000,"Automatic",35269,"Diesel",300,38.2,3
" 3 Series",2016,15995,"Automatic",43000,"Diesel",125,60.1,2
" 3 Series",2019,27498,"Semi-Auto",14793,"Diesel",145,48.7,2
" 1 Series",2017,12338,"Manual",15770,NA,0,83.1,1.5
" 4 Series",2017,25488,"Automatic",23910,"Petrol",145,41.5,3
" X3",2017,19100,"Automatic",44585,"Diesel",145,NA,2
" 1 Series",2019,25323,"Manual",7830,"Petrol",145,41.5,1.5
" X3",2013,15500,"Automatic",30000,"Diesel",165,50.4,2
" 2 Series",2016,18999,"Automatic",35159,"Petrol",260,37.2,3
" 2 Series",2019,22950,"Manual",9688,"Diesel",145,65.7,2
" 4 Series",2019,22810,"Automatic",5984,"Petrol",145,48.7,2
" X5",2017,32000,"Automatic",41567,"Diesel",200,47.1,3
" X1",2013,8750,"Manual",80625,"Diesel",160,51.4,2
" 5 Series",2007,3995,"Manual",150000,"Diesel",205,46.3,2
" 5 Series",2016,13600,"Automatic",65612,"Diesel",30,62.8,2
" X2",2019,28490,"Semi-Auto",2949,"Diesel",145,61.4,2
" X1",2016,12999,"Manual",58557,"Diesel",20,68.9,2
" X2",2019,28955,"Semi-Auto",5313,"Diesel",145,48.7,2
" 4 Series",2017,18000,"Automatic",22462,"Diesel",150,65.7,2
" 1 Series",2019,21898,"Manual",4100,"Petrol",150,41.5,1.5
" 5 Series",2016,21298,"Semi-Auto",40120,"Diesel",200,47.9,3
" X5",2016,31499,"Automatic",34367,"Hybrid",0,85.6,2
" X5",2019,54550,"Automatic",8143,"Diesel",145,37.7,3
" 3 Series",2020,32400,"Automatic",2121,"Diesel",145,52.3,2
" 3 Series",2019,29480,"Semi-Auto",2228,"Diesel",145,52.3,2
" X1",2013,10899,"Automatic",42073,"Diesel",160,52.3,2
" X3",2015,13295,"Automatic",110860,"Diesel",145,54.3,2
" X1",2019,24712,"Semi-Auto",9697,"Petrol",145,39.8,1.5
" M4",2019,49010,"Automatic",837,"Petrol",145,34,3
" M4",2016,29990,"Semi-Auto",30241,"Petrol",300,34,3
" X1",2019,24474,"Semi-Auto",9044,"Petrol",145,40.9,1.5
" 3 Series",2015,13990,"Automatic",37087,"Diesel",125,61.4,2
" 1 Series",2019,21950,"Manual",101,"Diesel",145,70.6,1.5
" 3 Series",2016,14750,"Automatic",67801,"Diesel",125,60.1,2
" 4 Series",2016,20832,"Semi-Auto",12500,"Diesel",125,60.1,2
" 3 Series",2019,23222,"Semi-Auto",11010,"Diesel",145,54.3,2
" 3 Series",2019,28888,"Automatic",10799,"Diesel",145,52.3,2
" X1",2016,21000,"Automatic",13553,"Petrol",160,44.8,2
" 1 Series",2018,15000,"Automatic",10058,"Petrol",145,37.2,1.5
" 1 Series",2017,13500,"Manual",16423,"Diesel",150,72.4,1.5
" 3 Series",2019,33995,"Semi-Auto",4953,"Hybrid",135,8.8,2
" 3 Series",2017,22981,"Semi-Auto",29994,"Petrol",205,41.5,3
" 3 Series",2019,29998,"Manual",3980,"Diesel",NA,53.3,2
" 3 Series",2017,17710,"Automatic",45646,"Diesel",145,56.5,3
" 1 Series",2019,23771,"Manual",3559,"Petrol",145,44.1,1.5
" X1",2016,16690,"Automatic",32333,"Diesel",145,55.4,2
" 3 Series",2018,17240,"Automatic",40739,"Diesel",145,64.2,2
" 8 Series",2019,59694,"Semi-Auto",2881,"Petrol",150,31.7,3
" 3 Series",2015,11750,"Semi-Auto",60210,"Diesel",125,58.9,2
" 3 Series",2016,21498,"Semi-Auto",28775,"Diesel",160,51.4,3
" X1",2016,14999,"Manual",26436,"Diesel",20,68.9,2
" 2 Series",2016,17000,"Semi-Auto",22783,"Diesel",30,62.8,2
" X2",2018,24490,"Semi-Auto",7100,"Diesel",150,61.4,2
" X1",2020,34999,"Semi-Auto",3000,"Diesel",150,52.3,2
" X1",2017,15399,"Manual",18097,"Diesel",145,68.9,2
" X1",2016,20500,"Semi-Auto",19010,"Diesel",125,57.6,2
" 4 Series",2015,19200,"Automatic",41670,"Diesel",200,47.9,3
" X2",2020,26850,"Semi-Auto",105,"Diesel",145,50.4,2
" X2",2018,21726,"Semi-Auto",5000,"Diesel",145,50.4,2
" 2 Series",2015,16000,"Semi-Auto",29788,"Diesel",30,64.2,2
" 3 Series",2017,18495,"Automatic",29681,"Petrol",145,48.7,2
" X5",2019,44000,"Automatic",11900,"Diesel",145,NA,3
" 3 Series",2017,17700,"Automatic",22457,"Diesel",160,49.6,3
" 1 Series",2017,9400,"Manual",65681,"Diesel",20,70.6,2
" 1 Series",2013,9950,"Automatic",62000,"Diesel",30,64.2,2
" X2",2019,29770,"Automatic",123,"Diesel",145,48.7,2
" 3 Series",2016,15995,"Semi-Auto",39293,"Diesel",30,62.8,2
" 3 Series",2015,14250,"Automatic",40528,"Diesel",30,62.8,2
" 4 Series",2016,18000,"Automatic",41838,"Diesel",145,54.3,2
" 2 Series",2015,10999,"Manual",54050,"Diesel",20,74.3,1.5
" 1 Series",2019,18450,"Semi-Auto",5882,"Petrol",145,54.3,1.5
" X5",2018,36000,"Automatic",33000,"Diesel",150,47.1,3
" 4 Series",2017,19350,"Automatic",18399,"Diesel",30,64.2,2
" 3 Series",2019,27995,"Semi-Auto",2460,"Diesel",145,53.3,2
" X5",2019,50995,"Semi-Auto",4151,"Diesel",145,37.7,3
" 3 Series",2019,24997,"Semi-Auto",6429,"Diesel",145,64.2,2
" X6",2017,32990,"Semi-Auto",19311,"Diesel",150,47.1,3
" X1",2019,26190,"Semi-Auto",7137,"Diesel",145,65.7,2
" 1 Series",2016,14990,"Manual",10937,"Diesel",30,65.7,2
" 1 Series",2009,2995,"Manual",120000,"Diesel",30,62.8,2
" 2 Series",2018,17480,"Manual",13107,"Petrol",145,52.3,1.5
" X1",2016,17190,"Manual",22197,"Diesel",125,58.9,2
" 5 Series",2017,23998,"Semi-Auto",13373,"Diesel",145,65.7,2
" X3",2015,17994,"Semi-Auto",43626,"Diesel",150,54.3,2
" 5 Series",2017,23898,"Semi-Auto",46954,"Diesel",145,60.1,3
" X1",2016,17400,"Manual",28999,"Diesel",125,58.9,2
" 4 Series",2014,14990,"Semi-Auto",43000,"Diesel",150,56.5,2
" X5",2019,45463,"Semi-Auto",5345,"Diesel",145,37.7,3
" X2",2019,26972,"Automatic",123,"Petrol",145,38.7,2
" 3 Series",2017,20998,"Semi-Auto",19822,"Diesel",145,53.3,3
" 3 Series",2017,15400,"Manual",22712,"Diesel",30,64.2,2
" 1 Series",2019,17498,"Manual",11211,"Diesel",150,70.6,1.5
" 2 Series",2019,23975,"Semi-Auto",3013,"Diesel",150,64.2,2
" 1 Series",2017,13900,"Automatic",31672,"Diesel",20,67.3,2
" 1 Series",2017,15000,"Automatic",26052,"Diesel",145,68.9,2
" X3",2017,21299,"Automatic",33610,"Diesel",145,54.3,2
" X1",2017,17861,"Semi-Auto",20932,"Diesel",30,65.7,2
" 4 Series",2019,29920,"Semi-Auto",5732,"Diesel",145,60.1,2
" 3 Series",2016,17999,"Automatic",45000,"Diesel",160,49.6,3
" 1 Series",2019,19950,"Semi-Auto",11686,"Diesel",145,48.7,2
" 5 Series",2015,15490,"Automatic",45000,"Diesel",160,51.4,3
" X1",2017,15200,"Manual",24607,"Diesel",125,60.1,2
" 1 Series",2019,25999,"Semi-Auto",1356,"Diesel",145,50.4,2
" 5 Series",2017,18990,"Semi-Auto",46796,"Diesel",145,62.8,2
" 1 Series",2015,8490,"Manual",50000,"Petrol",125,50.4,1.6
" 3 Series",2013,10420,"Manual",53352,"Petrol",200,43.5,2
" 2 Series",2018,20380,"Semi-Auto",4172,"Petrol",145,47.9,2
" 4 Series",2018,25945,"Semi-Auto",20011,"Petrol",145,41.5,3
" X1",2019,25999,"Automatic",1100,"Diesel",145,60.1,2
" 3 Series",2016,16500,"Automatic",53867,"Hybrid",0,134.5,2
" 1 Series",2019,16695,"Semi-Auto",5100,"Diesel",145,72.4,1.5
" X3",2019,32822,"Semi-Auto",4550,"Diesel",145,54.3,2
" X3",2019,35480,"Semi-Auto",9000,"Diesel",145,54.3,2
" X1",2017,18995,"Semi-Auto",30872,"Diesel",145,57.6,2
" 5 Series",2019,36250,"Automatic",8062,"Diesel",145,51.4,3
" 4 Series",2019,22446,"Automatic",10164,"Diesel",145,65.7,2
" 3 Series",2020,22990,"Manual",101,"Diesel",145,58.9,2
" 1 Series",2019,23440,"Manual",4729,"Petrol",145,41.5,1.5
" 4 Series",2016,18512,"Semi-Auto",21470,"Diesel",30,65.7,2
" 1 Series",2017,19950,"Semi-Auto",30173,"Petrol",205,39.8,3
" 5 Series",2017,22990,"Semi-Auto",15985,"Diesel",150,65.7,2
" 3 Series",2018,16600,"Automatic",36287,"Petrol",145,48.7,2
" X7",2019,69940,"Automatic",2689,"Diesel",NA,33.6,3
" 2 Series",2019,20780,"Semi-Auto",105,"Petrol",145,50.4,1.5
" 1 Series",2015,14690,"Semi-Auto",23234,"Petrol",125,54.3,1.5
" 1 Series",2016,16480,"Semi-Auto",20308,"Petrol",145,47.9,1.6
" 2 Series",2019,18480,"Manual",2771,"Petrol",145,44.1,1.5
" 4 Series",2018,21064,"Semi-Auto",19447,"Diesel",145,65.7,2
" 1 Series",2015,9699,"Manual",36713,"Diesel",0,78.5,1.5
" 4 Series",2019,25374,"Automatic",151,"Diesel",145,60.1,2
" 2 Series",2019,19750,"Automatic",5141,"Petrol",145,39.2,1.5
" 3 Series",2016,17995,"Semi-Auto",43417,"Diesel",160,51.4,3
" X3",2019,33980,"Semi-Auto",9067,"Diesel",150,54.3,2
" 3 Series",2017,17832,"Semi-Auto",29943,"Diesel",30,64.2,2
" X3",2019,33313,"Semi-Auto",4999,"Diesel",145,54.3,2
" Z4",2016,17732,"Semi-Auto",16761,"Petrol",200,41.5,2
" 5 Series",2019,34980,"Semi-Auto",9430,"Diesel",150,53.3,3
" 1 Series",2018,23499,"Semi-Auto",12087,"Petrol",145,39.8,3
" 2 Series",2019,20896,"Automatic",15462,"Diesel",145,67.3,2
" 3 Series",2018,21800,"Semi-Auto",37052,"Diesel",145,51.4,3
" 1 Series",2016,11499,"Manual",14668,"Diesel",20,72.4,1.5
" Z4",2019,31450,"Semi-Auto",8626,"Petrol",145,38.7,2
" 3 Series",2017,27490,"Semi-Auto",25632,"Diesel",145,49.6,3
" 4 Series",2019,24775,"Semi-Auto",10535,"Diesel",145,65.7,2
" 2 Series",2016,17450,"Semi-Auto",31473,"Diesel",145,55.4,2
" 3 Series",2017,21400,"Automatic",22865,"Diesel",145,49.6,3
" 3 Series",2018,16999,"Manual",7000,"Diesel",145,67.3,2
" 1 Series",2017,12750,"Automatic",91563,"Diesel",125,60.1,2
" 6 Series",2019,31999,"Semi-Auto",7994,"Petrol",145,42.8,2
" 1 Series",2018,14000,"Manual",19995,"Petrol",145,37.7,1.5
" 2 Series",2017,12750,"Manual",33752,"Petrol",125,NA,1.5
" 3 Series",2020,23990,"Manual",5,"Diesel",145,NA,2
" 1 Series",2019,15498,"Manual",9391,"Petrol",145,38.7,1.5
" X1",2016,19000,"Automatic",27673,"Diesel",145,55.4,2
" 1 Series",2015,8490,"Manual",49000,"Petrol",125,50.4,1.6
" X2",2019,28608,"Automatic",123,"Diesel",145,50.4,2
" 3 Series",2019,26980,"Semi-Auto",5966,"Diesel",145,52.3,2
" 2 Series",2019,23480,"Manual",1500,"Petrol",145,42.8,1.5
" 1 Series",2017,15498,"Manual",19217,"Petrol",150,52.3,1.5
" 3 Series",2017,12750,"Manual",45462,"Diesel",145,67.3,2
" 5 Series",2019,29840,"Semi-Auto",101,"Diesel",145,62.8,2
" 3 Series",2015,13999,"Automatic",46531,"Diesel",125,61.4,2
" 3 Series",2017,19698,"Semi-Auto",44075,"Diesel",145,51.4,3
" 3 Series",2020,33995,"Semi-Auto",11,"Diesel",145,50.4,2
" 4 Series",2019,23490,"Semi-Auto",7041,"Diesel",150,60.1,2
" X1",2016,15270,"Manual",55000,"Diesel",125,58.9,2
" 5 Series",2016,15122,"Semi-Auto",37390,"Diesel",20,68.9,2
" 1 Series",2018,17500,"Manual",4971,"Petrol",150,52.3,1.5
" 3 Series",2017,17950,"Manual",18799,"Diesel",145,64.2,2
" X3",2016,20991,"Semi-Auto",28737,"Diesel",150,54.3,2
" 3 Series",2019,22382,"Semi-Auto",10142,"Diesel",145,55.4,2
" X5",2019,72990,"Semi-Auto",4799,"Hybrid",140,188.3,3
" X5",2019,52000,"Semi-Auto",6500,"Diesel",145,37.7,3
" 3 Series",2016,16699,"Automatic",45089,"Hybrid",0,134.5,2
" 1 Series",2017,20081,"Semi-Auto",32000,"Petrol",200,39.8,3
" X1",2019,23991,"Manual",4480,"Petrol",145,51.4,1.5
" 3 Series",2018,19995,"Semi-Auto",21657,"Diesel",145,62.8,2
" X1",2017,18990,"Semi-Auto",32420,"Diesel",145,55.4,2
" 2 Series",2019,19385,"Automatic",8599,"Petrol",145,40.9,1.5
" 2 Series",2017,17298,"Semi-Auto",23752,"Diesel",145,64.2,2
" 1 Series",2019,15950,"Manual",8004,"Petrol",150,53.3,1.5
" 4 Series",2017,19352,"Automatic",36220,"Diesel",145,65.7,2
" 4 Series",2018,22950,"Automatic",1300,"Petrol",145,48.7,2
" X4",2019,42982,"Automatic",9151,"Diesel",145,37.2,3
" 1 Series",2017,10400,"Manual",46130,"Diesel",0,78.5,1.5
" i3",2016,19490,"Automatic",8421,"Hybrid",0,470.8,NA
" 2 Series",2019,24180,"Semi-Auto",4001,"Diesel",145,47.1,2
" X5",2019,46496,"Semi-Auto",11164,"Diesel",145,37.7,3
" 3 Series",2012,9999,"Automatic",52000,"Diesel",160,50.4,2
" X3",2019,33990,"Automatic",1926,"Diesel",145,54.3,2
" 3 Series",2013,9489,"Manual",52757,"Diesel",30,62.8,2
" 2 Series",2018,18999,"Automatic",3924,"Petrol",145,50.4,1.5
" 1 Series",2016,11788,"Manual",17084,"Diesel",0,78.5,1.5
" X1",2017,15000,"Automatic",37869,"Diesel",30,65.7,2
" 3 Series",2019,28450,"Semi-Auto",8114,"Diesel",145,48.7,2
" 2 Series",2015,16950,"Automatic",33300,"Petrol",260,37.2,3
" 5 Series",2019,38500,"Automatic",7390,"Petrol",145,39.2,3
" 3 Series",2007,3885,"Automatic",97284,"Diesel",260,42.2,2
" 3 Series",2020,30995,"Semi-Auto",1501,"Petrol",145,42.2,2
" 5 Series",2019,27551,"Semi-Auto",5838,"Petrol",150,50.4,2
" 3 Series",2019,23454,"Automatic",3551,"Petrol",150,47.9,2
" 3 Series",2017,19799,"Automatic",27273,"Diesel",145,56.5,3
" X2",2019,24500,"Semi-Auto",10112,"Diesel",145,61.4,2
" 5 Series",2015,11895,"Semi-Auto",69356,"Diesel",20,68.9,2
" 2 Series",2014,13990,"Manual",42947,"Petrol",NA,42.8,2
" 3 Series",2017,13499,"Automatic",52716,"Diesel",145,70.6,2
" 1 Series",2013,9899,"Manual",56370,"Petrol",145,50.4,1.6
" X3",2017,28988,"Automatic",22800,"Diesel",150,48.7,3
" 2 Series",2016,12357,"Manual",17994,"Petrol",125,52.3,1.5
" 4 Series",2018,23798,"Semi-Auto",8781,"Diesel",145,55.4,3
" 3 Series",2012,8500,"Automatic",73575,"Diesel",30,62.8,2
" X2",2018,23000,"Semi-Auto",10342,"Petrol",145,NA,2
" X5",2019,47250,"Automatic",6174,"Diesel",145,37.7,3
" 3 Series",2019,22052,"Semi-Auto",10178,"Diesel",145,55.4,2
" X1",2017,21480,"Semi-Auto",11857,"Diesel",150,55.4,2
" 4 Series",2017,16000,"Automatic",50390,"Diesel",145,65.7,2
" 1 Series",2015,14995,"Manual",24470,"Diesel",30,65.7,2
" 4 Series",2020,30137,"Semi-Auto",16,"Diesel",150,60.1,2
" 3 Series",2017,15295,"Manual",41208,"Diesel",30,67.3,2
" 5 Series",2020,30995,"Semi-Auto",999,"Hybrid",NA,49.6,2
" 2 Series",2019,21980,"Manual",101,"Petrol",145,52.3,1.5
" 3 Series",2018,22162,"Semi-Auto",14344,"Diesel",145,64.2,2
" 5 Series",2019,28450,"Semi-Auto",101,"Petrol",145,50.4,2
" 4 Series",2019,22490,"Semi-Auto",7949,"Diesel",150,65.7,2
" 4 Series",2016,18980,"Manual",29614,"Diesel",125,57.6,2
" X3",2017,19450,"Automatic",17504,"Diesel",145,54.3,2
" X1",2017,24995,"Semi-Auto",4645,"Petrol",150,44.8,2
" 2 Series",2017,12440,"Manual",32218,"Diesel",145,65.7,1.5
" 5 Series",2016,15450,"Automatic",39995,"Diesel",125,60.1,2
" M4",2019,58662,"Automatic",3395,"Petrol",145,34,3
" 2 Series",2020,23990,"Semi-Auto",18,"Diesel",150,49.6,2
" 3 Series",2017,19999,"Semi-Auto",17347,"Hybrid",140,134.5,2
" Z4",2019,40000,"Automatic",2756,"Petrol",145,33.2,3
" 4 Series",2016,16995,"Manual",29564,"Diesel",30,62.8,2
" 3 Series",2010,2995,"Manual",101104,"Petrol",165,44.8,2
" 2 Series",2018,13895,"Manual",49631,"Diesel",145,64.2,2
" X1",2019,32940,"Semi-Auto",5642,"Petrol",145,37.7,2
" 1 Series",2017,22150,"Semi-Auto",16798,"Petrol",200,39.8,3
" 1 Series",2019,30700,"Automatic",7381,"Petrol",145,34.5,2
" 1 Series",2017,12495,"Manual",44506,"Diesel",145,68.9,2
" 5 Series",2018,27750,"Automatic",24460,"Diesel",145,60.1,3
" 1 Series",2016,16490,"Semi-Auto",27402,"Petrol",150,47.9,2
" 5 Series",2016,15750,"Automatic",59000,"Diesel",30,62.8,2
" 5 Series",2019,26340,"Semi-Auto",5441,"Diesel",145,65.7,2
" 1 Series",2018,13477,"Manual",51000,"Diesel",145,50.4,2
" 3 Series",2019,23980,"Semi-Auto",1000,"Diesel",145,62.8,2
" 2 Series",2020,23985,"Automatic",1968,"Petrol",145,50.4,2
" X3",2014,15112,"Semi-Auto",69382,"Diesel",145,54.3,2
" 2 Series",2020,28655,"Manual",3297,"Petrol",145,52.3,1.5
" 3 Series",2019,25780,"Semi-Auto",9354,"Petrol",145,45.6,2
" X5",2017,29950,"Automatic",23000,"Diesel",145,50.4,2
" 1 Series",2015,7540,"Manual",79999,"Diesel",0,83.1,1.5
" 3 Series",2017,19702,"Semi-Auto",27225,"Diesel",30,62.8,2
" 3 Series",2019,24886,"Automatic",7469,"Petrol",145,43.5,2
" 2 Series",2019,22995,"Semi-Auto",1000,"Petrol",145,40.9,1.5
" 5 Series",2014,13500,"Automatic",41522,"Diesel",30,62.8,2
" 5 Series",2008,6795,"Automatic",61442,"Petrol",260,37.7,2.5
" X2",2019,32000,"Semi-Auto",5524,"Petrol",145,34,2
" X5",2019,47950,"Semi-Auto",1080,"Petrol",145,27.2,3
" 5 Series",2012,9990,"Automatic",48417,"Diesel",125,60.1,2
